,News Account,Tweet,Tweet Date,VADER Compound,VADER Negative,VADER Neutral,VADER Positive
412,CNN,President Trump will hire an attorney to join his personal legal team who has alleged the President is being framed… https://t.co/HVrnkUFv20,Mon Mar 19 18:10:04 +0000 2018,0.4019,0.0,0.163,0.163
413,CNN,Two things can -- and likely are -- true about the possibility of President Trump facing a serious primary in 2020.… https://t.co/jKMflOlz70,Mon Mar 19 18:00:11 +0000 2018,0.3612,0.056,0.121,0.121
414,CNN,"""President Trump is acting guilty as hell going after Mueller,"" says Democratic Sen. Chris Van Hollen… https://t.co/tTx9TcCVAI",Mon Mar 19 17:50:27 +0000 2018,-0.8126,0.33,0.0,0.0
415,CNN,JUST IN: Uber has removed its self-driving cars from the road after a self-driving Uber SUV struck and killed a ped… https://t.co/RMoFwN2CC9,Mon Mar 19 17:43:44 +0000 2018,-0.7769,0.274,0.0,0.0
416,CNN,SXSW bomb threat forces cancellation of The Roots concert https://t.co/kCbOVNUTIP https://t.co/od0545Ux4H,Mon Mar 19 17:40:33 +0000 2018,-0.765,0.423,0.0,0.0
417,CNN,"Fred Meyer stores will phase out all sales of guns and ammunition, according to its parent company, Kroger… https://t.co/r10zEcALBk",Mon Mar 19 17:30:05 +0000 2018,0.0,0.0,0.0,0.0
418,CNN,"A massive bushfire has engulfed a small town in southeastern Australia, destroying more than 100 buildings and forc… https://t.co/uDbVlgR2eP",Mon Mar 19 17:20:41 +0000 2018,-0.5574,0.184,0.0,0.0
419,CNN,The data scientist who gathered info on millions of Facebook users for a firm tied to Trump's campaign says he'd be… https://t.co/s1PD8fpOMA,Mon Mar 19 17:10:07 +0000 2018,0.0,0.0,0.0,0.0
420,CNN,Special counsel Robert Mueller has provided lawyers for President Trump a list of questions as part of ongoing nego… https://t.co/rYDHFMp47A,Mon Mar 19 17:00:09 +0000 2018,0.4019,0.0,0.13,0.13
421,CNN,A real estate investment startup co-founded by Jared Kushner skirted New York City laws and earned his company more… https://t.co/uPe1LLXUlR,Mon Mar 19 16:50:07 +0000 2018,0.0,0.0,0.0,0.0
422,CNN,A 9-year-old boy shot and killed his 13-year-old sister after they got into an argument over a video game controlle… https://t.co/M9RVwVatyC,Mon Mar 19 16:40:07 +0000 2018,-0.7906,0.292,0.0,0.0
423,CNN,"RT @CNNweather: The severe storm risk has been UPGRADED to MODERATE meaning significant tornadoes, very large hail, and damaging winds are…",Mon Mar 19 16:38:29 +0000 2018,-0.683,0.292,0.123,0.123
424,CNN,"A Cirque du Soleil performer died Saturday night after he fell during a performance in Tampa, Florida… https://t.co/0nYTl5bCzn",Mon Mar 19 16:30:23 +0000 2018,-0.5574,0.194,0.0,0.0
425,CNN,"Every job is safe in the White House — until it's not, writes Alice Stewart for @CNNOpinion https://t.co/hNeFFq6UZT https://t.co/Nwfe8JYnUy",Mon Mar 19 16:22:46 +0000 2018,0.4404,0.0,0.146,0.146
426,CNN,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/eJgOJtrM3c https://t.co/8bKq0lDY04",Mon Mar 19 16:11:14 +0000 2018,-0.1689,0.094,0.0,0.0
427,CNN,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/867SmwNNsE https://t.co/poyiJf663n,Mon Mar 19 16:00:30 +0000 2018,0.25,0.212,0.308,0.308
428,CNN,"""I do more than dribble"": Miami Heat star Dwyane Wade defends his activism in the wake of the Florida school shooti… https://t.co/t92E3SLVOR",Mon Mar 19 15:50:09 +0000 2018,0.0,0.0,0.0,0.0
429,CNN,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/SB81VqUcwE",Mon Mar 19 15:40:12 +0000 2018,-0.7269,0.276,0.0,0.0
430,CNN,President Trump may not be able to fire Robert Mueller. So he's doing the next best thing. | Analysis by… https://t.co/D51NhkBqPk,Mon Mar 19 15:30:06 +0000 2018,0.4215,0.098,0.171,0.171
431,CNN,Austin Police Chief Brian Manley: “We are clearly dealing with what we expect to be a serial bomber at this point”… https://t.co/RcMekTIQzv,Mon Mar 19 15:18:36 +0000 2018,0.4019,0.0,0.119,0.119
432,CNN,"Former FBI Director James Comey's book is already a best seller, with President Trump's help https://t.co/XwDviZepni https://t.co/RLRPj3sPoP",Mon Mar 19 15:16:28 +0000 2018,0.7845,0.0,0.33,0.33
433,CNN,"Police chief: There are ""similarities"" in all four bombs that have exploded in Austin since March 2 https://t.co/cCAhHjRSqP",Mon Mar 19 15:14:31 +0000 2018,0.0,0.0,0.0,0.0
434,CNN,"Officials in Austin, Texas are holding a briefing after 4 bombings in less than 3 weeks: https://t.co/UYpqI3w42L … https://t.co/LsjH8I0Nit",Mon Mar 19 15:04:53 +0000 2018,0.0,0.0,0.0,0.0
435,CNN,Walmart is partnering up with Handy to offer TV mounting and furniture assembly https://t.co/MqCVMg5463 https://t.co/UcNUCPGfxD,Mon Mar 19 15:02:05 +0000 2018,0.0,0.0,0.0,0.0
436,CNN,"Four bombings in less than 3 weeks have left Austin, Texas, on edge https://t.co/rJrmIQsYy5

Police are planning to… https://t.co/GjVmxg8xhl",Mon Mar 19 14:50:06 +0000 2018,0.0,0.0,0.0,0.0
437,CNN,"RT @CNNweather: Snow on the first day of Spring?! Yes, another nor'easter is possible beginning Tuesday. Severe storms will also impact the…",Mon Mar 19 14:47:11 +0000 2018,0.1007,0.102,0.117,0.117
438,CNN,This single mother and her four children were living out of their car. Then a cop decided he had to do something.… https://t.co/Xo0DC5KTki,Mon Mar 19 14:40:07 +0000 2018,0.0,0.0,0.0,0.0
439,CNN,"A Washington, DC, council member apologized after receiving backlash for comments he made in a video implying Washi… https://t.co/W3g5D0Wv5C",Mon Mar 19 14:30:08 +0000 2018,0.3182,0.0,0.126,0.126
440,CNN,A helicopter carrying Ivanka Trump and Jared Kushner had to return to an airport in Washington on Thursday after on… https://t.co/C9HeASieJm,Mon Mar 19 14:20:09 +0000 2018,0.0,0.0,0.0,0.0
441,CNN,"Ex-data firm worker: We got ""into the hearts and minds of American voters in a way that had never been done before""… https://t.co/Fx9er9wYfB",Mon Mar 19 14:10:09 +0000 2018,0.0,0.0,0.0,0.0
442,CNN,"The election that handed victory to Russia's Vladimir Putin was ""overly controlled"" and ""lacked genuine competition… https://t.co/w2NMEeTg4n",Mon Mar 19 14:00:03 +0000 2018,0.0,0.0,0.0,0.0
443,CNN,"President Trump tweets ""WITCH HUNT,"" continuing his attack on special counsel Robert Mueller https://t.co/ySrPpGkkdN https://t.co/3u5XhBPlOf",Mon Mar 19 13:50:09 +0000 2018,-0.5622,0.301,0.128,0.128
444,CNN,"Last night, an explosion injured two men in Austin, Texas. It's the fourth in the city this month. Here's what we k… https://t.co/6RHgxPUvis",Mon Mar 19 13:40:03 +0000 2018,-0.4019,0.109,0.0,0.0
445,CNN,Police have identified the six people who died when a pedestrian bridge crumbled on Thursday west of downtown Miami… https://t.co/B0Zu0r0eji,Mon Mar 19 13:37:44 +0000 2018,-0.5574,0.167,0.0,0.0
446,CNN,A low-pressure system moving across the Southeast today is expected to develop into yet another nor'easter beginnin… https://t.co/qChoiQGHRs,Mon Mar 19 13:30:04 +0000 2018,0.0,0.0,0.0,0.0
447,CNN,"On this day in 1918, Congress passed the Standard Time Act that established time zones and daylight saving time. Bu… https://t.co/IEvJDeNcpO",Mon Mar 19 13:20:03 +0000 2018,0.0,0.0,0.0,0.0
448,CNN,"RT @NewDay: ""How can we move on -- as adults, as parents -- when we know our kids are not safe at school?"" Miami Heat star @DwyaneWade asks…",Mon Mar 19 13:12:05 +0000 2018,-0.3412,0.082,0.0,0.0
449,CNN,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/lDJaYv3qLs https://t.co/qRY4IADVB6,Mon Mar 19 13:10:09 +0000 2018,0.25,0.212,0.308,0.308
450,CNN,"Former Trump campaign adviser Michael Caputo says President Trump sitting down with Robert Mueller would be a ""situ… https://t.co/oFZUyzSiJt",Mon Mar 19 13:10:00 +0000 2018,0.0,0.0,0.0,0.0
451,CNN,Miami Heat star @DwyaneWade on his efforts to support Florida school shooting victims and survivors: “I do more tha… https://t.co/IRUNOQh5MC,Mon Mar 19 13:05:12 +0000 2018,0.1027,0.1,0.117,0.117
452,CNN,CIA Director Mike Pompeo will meet with outgoing Secretary of State Rex Tillerson at the State Department on Monday… https://t.co/HBzzKtG44H,Mon Mar 19 13:00:14 +0000 2018,0.296,0.0,0.104,0.104
453,CNN,Patients who visit emergency rooms are getting hit with sky-high bills. Spending on an ER visit in the US rose to $… https://t.co/k0bv2PWwj6,Mon Mar 19 12:50:07 +0000 2018,-0.3818,0.106,0.0,0.0
454,CNN,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/xDn32RfIs6 https://t.co/J9r6PnbMEN",Mon Mar 19 12:40:06 +0000 2018,-0.1689,0.094,0.0,0.0
455,CNN,Don't miss @davebriggstv’s exclusive interview with Miami Heat star @DwyaneWade on his efforts to help the students… https://t.co/E14BMNhcC0,Mon Mar 19 12:30:07 +0000 2018,0.4164,0.067,0.202,0.202
456,CNN,Facebook under fire over how data got into the hands of a firm with Trump ties https://t.co/H8YxDS3Ke9,Mon Mar 19 12:25:04 +0000 2018,-0.34,0.138,0.0,0.0
457,CNN,"Spring begins Tuesday, but winter isn't ready to retire just yet.

A storm will bring rain and snow across the mid-… https://t.co/k2oXqgHlZx",Mon Mar 19 12:20:09 +0000 2018,-0.395,0.118,0.0,0.0
458,CNN,The president of Mauritius and Africa's only female head of state will resign this week over claims she used a cred… https://t.co/ySp3gZdPAU,Mon Mar 19 12:10:27 +0000 2018,-0.34,0.107,0.0,0.0
459,CNN,"Cambridge Analytica co-founder Christopher Wylie says his account on Instagram, which is owned by Facebook, has als… https://t.co/shGUGpzjhE",Mon Mar 19 12:06:01 +0000 2018,0.0,0.0,0.0,0.0
460,CNN,"For the fourth time this month, an explosion has struck the capital of Texas -- elevating fears of a serial bomber.… https://t.co/fRBGqLN4b0",Mon Mar 19 12:00:13 +0000 2018,-0.5859,0.202,0.0,0.0
461,CNN,"A student, father of three and a businessman who ""went out of his way to help anybody"": 

Police have identified th… https://t.co/OF7JS2wZoQ",Mon Mar 19 11:50:06 +0000 2018,0.4019,0.0,0.124,0.124
462,CNN,Congress is expected to vote on a massive $1.3 trillion spending package this week that keeps all of the government… https://t.co/8CxnmFU3od,Mon Mar 19 11:40:07 +0000 2018,0.0,0.0,0.0,0.0
463,CNN,"5 things for Monday:

- Another Austin explosion
- North Korea
- Russia election
- President Trump
- Facebook… https://t.co/AsmpKR4uKE",Mon Mar 19 11:30:04 +0000 2018,0.0,0.0,0.0,0.0
464,CNN,This single mother and her four children were living out of their car. Then a cop decided he had to do something.… https://t.co/oUqbhLL701,Mon Mar 19 11:20:06 +0000 2018,0.0,0.0,0.0,0.0
465,CNN,RT @donie: This morning @profcarroll tells @NewDay why he is suing Cambridge Analytica for his data. Case could shed light on how millions…,Mon Mar 19 11:15:39 +0000 2018,-0.2732,0.087,0.0,0.0
466,CNN,Vladimir Putin has extended his grip on Russia for another six years after an overwhelming victory in Sunday's pres… https://t.co/p5gPEdfFwb,Mon Mar 19 11:10:05 +0000 2018,0.0,0.0,0.0,0.0
467,CNN,President Trump has left no doubt he is determined to derail or discredit Robert Mueller's special counsel probe |… https://t.co/JE5O6Wsjrv,Mon Mar 19 11:00:10 +0000 2018,-0.2023,0.256,0.189,0.189
468,CNN,"An explosion in Austin that injured two men Sunday night could have been triggered by a tripwire, police say. It ma… https://t.co/xQKnXUDW2n",Mon Mar 19 10:50:07 +0000 2018,-0.4019,0.119,0.0,0.0
469,CNN,"Facebook has suspended Cambridge Analytica co-founder Christopher Wylie from using its platform. 

""Suspended by Fa… https://t.co/AIu9vreVSn",Mon Mar 19 10:40:10 +0000 2018,-0.7351,0.307,0.0,0.0
470,CNN,"A nationwide shortage of injectable opioid painkillers has left hospitals scrambling to find alternatives, in some… https://t.co/5hZ3kpZbOP",Mon Mar 19 10:30:03 +0000 2018,-0.25,0.118,0.0,0.0
471,CNN,A helicopter carrying Ivanka Trump and Jared Kushner had to return to an airport in Washington on Thursday after on… https://t.co/vPOMLCFXoN,Mon Mar 19 10:18:23 +0000 2018,0.0,0.0,0.0,0.0
472,CNN,Politicians on both sides of the Atlantic want answers after Facebook's latest controversy involving the 2016 elect… https://t.co/vtK7MZKTj5,Mon Mar 19 10:06:01 +0000 2018,0.0772,0.0,0.071,0.071
473,CNN,Donald Trump's weekend of assaults on Robert Mueller's investigation pushed Washington closer than ever to the majo… https://t.co/oiZgixAc1M,Mon Mar 19 09:43:50 +0000 2018,-0.5423,0.171,0.0,0.0
474,CNN,Myanmar's controversial State Counselor Aung San Suu Kyi has canceled a rare public appearance in Australia due to… https://t.co/kbkfcaQINQ,Mon Mar 19 08:49:43 +0000 2018,-0.2023,0.096,0.0,0.0
475,CNN,Sweden helping negotiate release of Americans held in North Korea https://t.co/2TidJgsCbu https://t.co/biaNFkdjoA,Mon Mar 19 08:38:38 +0000 2018,0.296,0.0,0.167,0.167
476,CNN,"Expect more trouble from Putin after the election, says CNN's National Security Analyst | @CNNOpinion… https://t.co/hkstNkEJJi",Mon Mar 19 08:27:39 +0000 2018,-0.1513,0.163,0.13,0.13
477,CNN,SXSW bomb threat forces cancellation of The Roots concert https://t.co/RO2JH54CqI https://t.co/B5ND6f4xij,Mon Mar 19 08:16:28 +0000 2018,-0.765,0.423,0.0,0.0
478,CNN,"Representatives of North Korea, South Korea and the US are set to meet in Finland https://t.co/lO57Mw2nEF https://t.co/7e9FsRdBji",Mon Mar 19 08:05:15 +0000 2018,0.0,0.0,0.0,0.0
479,CNN,A Cirque du Soleil aerialist died Saturday night after falling during a performance https://t.co/awnQK4uRDQ https://t.co/UPjWkOP0PO,Mon Mar 19 07:58:29 +0000 2018,-0.6369,0.321,0.0,0.0
480,CNN,Health workers in Pakistan vaccinating children against polio have come under attack in recent years https://t.co/LV8YuCrfxP,Mon Mar 19 07:52:00 +0000 2018,-0.4767,0.171,0.0,0.0
481,CNN,A helicopter carrying Ivanka Trump and Jared Kushner had to return to an airport in Washington on Thursday after on… https://t.co/73AxVwypVX,Mon Mar 19 07:45:32 +0000 2018,0.0,0.0,0.0,0.0
482,CNN,The president of Mauritius and Africa's only female head of state will resign this week over claims she used a cred… https://t.co/rWE4YmOwvq,Mon Mar 19 07:39:04 +0000 2018,-0.34,0.107,0.0,0.0
483,CNN,"Vladimir Putin will rule Russia for another 6 years, exit polls show, after a muted election campaign with no meani… https://t.co/o60a0zTdqf",Mon Mar 19 07:30:04 +0000 2018,-0.296,0.109,0.0,0.0
484,CNN,Politicians on both sides of the Atlantic want answers after Facebook's latest controversy involving the 2016 elect… https://t.co/xz4kGhPVwW,Mon Mar 19 07:19:45 +0000 2018,0.0772,0.0,0.071,0.071
485,CNN,"Neanderthals, Denisovans and our ancestors were mixing and mingling a long time ago -- and some of our genetics can… https://t.co/M2jcavRCEX",Mon Mar 19 07:09:05 +0000 2018,0.0,0.0,0.0,0.0
486,CNN,Republican Sen. Rand Paul says he'll take all necessary steps to oppose President Trump's nominees for secretary of… https://t.co/Ufc2ItNSB2,Mon Mar 19 07:00:01 +0000 2018,0.0,0.0,0.0,0.0
487,CNN,Vladimir Putin is set to extend his power in Russia for another six years after winning Sunday's presidential elect… https://t.co/lz49sht5uY,Mon Mar 19 06:50:45 +0000 2018,0.6249,0.0,0.221,0.221
488,CNN,Myanmar's controversial State Counselor Aung San Suu Kyi has canceled a rare public appearance in Australia due to… https://t.co/fK3pHHp3BG,Mon Mar 19 06:34:31 +0000 2018,-0.2023,0.096,0.0,0.0
489,CNN,"""As I said before, if he tried to do that, that would be the beginning of the end of his presidency."" Republican Se… https://t.co/a0OflRiCCq",Mon Mar 19 06:30:00 +0000 2018,0.0,0.0,0.0,0.0
490,CNN,Donald Trump's weekend of assaults on Robert Mueller's investigation pushed Washington closer than ever to the majo… https://t.co/bpvVU0S9kT,Mon Mar 19 06:16:46 +0000 2018,-0.5423,0.171,0.0,0.0
491,CNN,A fourth winter storm in three weeks is expected to hit New England and the mid-Atlantic this week… https://t.co/9AI72gQHsR,Mon Mar 19 06:11:01 +0000 2018,0.0,0.0,0.0,0.0
492,CNN,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/L0MKAuUD7c,Mon Mar 19 06:00:02 +0000 2018,-0.2732,0.084,0.0,0.0
493,CNN,Police have identified the six people who died when a pedestrian bridge crumbled on Thursday west of downtown Miami… https://t.co/dmrSTjcMyc,Mon Mar 19 05:52:25 +0000 2018,-0.5574,0.167,0.0,0.0
494,CNN,"It's the kind of artwork you'd expect to see celebrating Mao Zedong, Vladimir Lenin or Kim Il Sung. https://t.co/0gFLfk3o6K",Mon Mar 19 05:37:57 +0000 2018,0.5719,0.0,0.171,0.171
495,CNN,"If President Trump fired Robert Mueller, “that would be the beginning of the end of his presidency, because we are… https://t.co/8nA3uYhXwo",Mon Mar 19 05:30:09 +0000 2018,-0.5574,0.153,0.0,0.0
496,CNN,"Facebook has suspended Cambridge Analytica co-founder Christopher Wylie from using its platform. 

""Suspended by Fa… https://t.co/7mKnSPfKRU",Mon Mar 19 05:29:18 +0000 2018,-0.7351,0.307,0.0,0.0
497,CNN,China's parliament confirmed Monday that deputy governor Yi Gang has been promoted to the top job at the People's B… https://t.co/tQuRsqfzNC,Mon Mar 19 05:02:36 +0000 2018,0.5574,0.0,0.195,0.195
498,CNN,Two women were arrested after allegedly stealing items from a mosque and broadcasting the whole episode on Facebook… https://t.co/xCZe7PMurQ,Mon Mar 19 05:00:20 +0000 2018,-0.7783,0.298,0.0,0.0
499,CNN,A real estate investment startup co-founded by Jared Kushner skirted New York City laws and earned his company more… https://t.co/UyIEh0tXy3,Mon Mar 19 04:39:34 +0000 2018,0.0,0.0,0.0,0.0
